# ## Generated for the following command: 
# # op0 = +pos -1 0 
# # op = +pos -1 0 
# # value = mean 
# # format = time 
# 
 0.00000000e+00  1.04121655e+00  2.14248440e-02
 4.13413733e-01  9.56914091e-01  2.05116421e-02
 8.26827467e-01  7.13849311e-01  1.91931500e-02
 1.24024120e+00  3.49251278e-01  1.65139745e-02
 1.65365493e+00 -7.30300387e-02  1.56498494e-02
 2.06706867e+00 -4.84951270e-01  1.67416068e-02
 2.48048240e+00 -8.12489245e-01  1.97491647e-02
 2.89389613e+00 -1.00522275e+00  2.09509920e-02
 3.30730987e+00 -1.02920875e+00  2.07039588e-02
 3.72072360e+00 -8.76539678e-01  2.05711214e-02
 4.13413733e+00 -5.79415542e-01  1.70671318e-02
 4.54755107e+00 -1.82279079e-01  1.56739267e-02
 4.96096480e+00  2.43549847e-01  1.49092312e-02
 5.37437853e+00  6.29135477e-01  1.71590778e-02
 5.78779227e+00  9.09804608e-01  2.06365625e-02
 6.20120600e+00  1.03460996e+00  2.20182913e-02
 6.61461973e+00  9.87328372e-01  2.16853115e-02
 7.02803347e+00  7.73262496e-01  2.00527373e-02
 7.44144720e+00  4.28703707e-01  1.68371426e-02
 7.85486093e+00  1.09652183e-02  1.52235848e-02
 8.26827467e+00 -4.07859253e-01  1.62647644e-02
 8.68168840e+00 -7.57131210e-01  1.86353879e-02
 9.09510213e+00 -9.80412030e-01  1.96458307e-02
 9.50851587e+00 -1.03647642e+00  2.21590610e-02
 9.92192960e+00 -9.19027397e-01  2.05430860e-02
 1.03353433e+01 -6.47411173e-01  1.81834054e-02
 1.07487571e+01 -2.64993983e-01  1.57172599e-02
 1.11621708e+01  1.60940451e-01  1.56410839e-02
 1.15755845e+01  5.61348627e-01  1.75048616e-02
 1.19889983e+01  8.64927622e-01  2.00573267e-02
 1.24024120e+01  1.02544625e+00  2.15030810e-02
 1.28158257e+01  1.01116956e+00  2.17738941e-02
 1.32292395e+01  8.27332016e-01  1.99036723e-02
 1.36426532e+01  5.03296963e-01  1.72674702e-02
 1.40560669e+01  9.53969096e-02  1.57223165e-02
 1.44694807e+01 -3.27493397e-01  1.54903324e-02
 1.48828944e+01 -6.97403940e-01  1.78212530e-02
 1.52963081e+01 -9.48582516e-01  2.02780373e-02
 1.57097219e+01 -1.03959669e+00  2.21772789e-02
 1.61231356e+01 -9.56550673e-01  2.12817773e-02
 1.65365493e+01 -7.10760506e-01  1.90878295e-02
 1.69499631e+01 -3.46916473e-01  1.62583574e-02
 1.73633768e+01  7.62311765e-02  1.53889513e-02
 1.77767905e+01  4.86346979e-01  1.68088578e-02
 1.81902043e+01  8.14901886e-01  1.87413028e-02
 1.86036180e+01  1.00736075e+00  2.10781250e-02
 1.90170317e+01  1.02596656e+00  2.15389993e-02
 1.94304455e+01  8.75674351e-01  2.02063392e-02
 1.98438592e+01  5.76282772e-01  1.85009450e-02
 2.02572729e+01  1.80388729e-01  1.50075126e-02
 2.06706867e+01 -2.46541178e-01  1.60802905e-02
 2.10841004e+01 -6.32125791e-01  1.79100094e-02
 2.14975141e+01 -9.10838716e-01  2.01669220e-02
 2.19109279e+01 -1.03635777e+00  2.15559342e-02
 2.23243416e+01 -9.87145675e-01  2.11454545e-02
 2.27377553e+01 -7.70715669e-01  1.94742130e-02
 2.31511691e+01 -4.25735275e-01  1.64886549e-02
 2.35645828e+01 -7.97771061e-03  1.44257412e-02
 2.39779965e+01  4.10013712e-01  1.58684674e-02
 2.43914103e+01  7.58695627e-01  1.83315772e-02
 2.48048240e+01  9.81006932e-01  2.06339575e-02
 2.52182377e+01  1.03674289e+00  2.09160052e-02
 2.56316515e+01  9.18614533e-01  2.03393236e-02
 2.60450652e+01  6.46051656e-01  1.81156083e-02
 2.64584789e+01  2.61652391e-01  1.59261379e-02
 2.68718927e+01 -1.63580884e-01  1.50456941e-02
 2.72853064e+01 -5.62448040e-01  1.71277645e-02
 2.76987201e+01 -8.67799739e-01  1.99694234e-02
 2.81121339e+01 -1.02426234e+00  2.11753716e-02
 2.85255476e+01 -1.01048704e+00  2.15747424e-02
 2.89389613e+01 -8.25392553e-01  1.99661352e-02
 2.93523751e+01 -5.02390602e-01  1.74824833e-02
