# ## Generated for the following command: 
# # op0 = +pos -1 0 
# # op = +pos -1 0 
# # value = mean 
# # format = time 
# 
 0.00000000e+00  1.27559716e+00  2.89303013e-02
 4.13413733e-01  1.19890920e+00  2.90293364e-02
 8.26827467e-01  9.67033787e-01  2.80918619e-02
 1.24024120e+00  6.19687412e-01  2.66073351e-02
 1.65365493e+00  2.12115707e-01  2.35314834e-02
 2.06706867e+00 -1.95868657e-01  2.26983175e-02
 2.48048240e+00 -5.45103168e-01  2.14427356e-02
 2.89389613e+00 -7.91121592e-01  2.14472614e-02
 3.30730987e+00 -8.96060760e-01  2.14977513e-02
 3.72072360e+00 -8.49621733e-01  2.20756386e-02
 4.13413733e+00 -6.55834191e-01  2.12162831e-02
 4.54755107e+00 -3.40205239e-01  2.15116319e-02
 4.96096480e+00  5.22622490e-02  2.21687762e-02
 5.37437853e+00  4.63633710e-01  2.31888817e-02
 5.78779227e+00  8.36593982e-01  2.52573257e-02
 6.20120600e+00  1.11103851e+00  2.73962783e-02
 6.61461973e+00  1.24417586e+00  2.82708583e-02
 7.02803347e+00  1.21386229e+00  3.02296192e-02
 7.44144720e+00  1.02520592e+00  3.02196744e-02
 7.85486093e+00  7.09173807e-01  2.78705534e-02
 8.26827467e+00  3.21589289e-01  2.54628708e-02
 8.68168840e+00 -8.23102777e-02  2.31143756e-02
 9.09510213e+00 -4.41737900e-01  2.14211983e-02
 9.50851587e+00 -7.08347612e-01  2.20170874e-02
 9.92192960e+00 -8.46033281e-01  2.17140675e-02
 1.03353433e+01 -8.37567626e-01  2.28347864e-02
 1.07487571e+01 -6.83129127e-01  2.34847687e-02
 1.11621708e+01 -4.06974754e-01  2.24097124e-02
 1.15755845e+01 -4.71971492e-02  2.13804571e-02
 1.19889983e+01  3.45754470e-01  2.25112530e-02
 1.24024120e+01  7.13123671e-01  2.33483047e-02
 1.28158257e+01  1.00170759e+00  2.56666790e-02
 1.32292395e+01  1.16388178e+00  2.70526730e-02
 1.36426532e+01  1.17840680e+00  3.11937958e-02
 1.40560669e+01  1.03917446e+00  2.97426872e-02
 1.44694807e+01  7.69523699e-01  2.84867115e-02
 1.48828944e+01  4.18964590e-01  2.69510091e-02
 1.52963081e+01  3.74605951e-02  2.46479076e-02
 1.57097219e+01 -3.14962139e-01  2.27069608e-02
 1.61231356e+01 -5.89734781e-01  2.12778568e-02
 1.65365493e+01 -7.50886224e-01  2.20042504e-02
 1.69499631e+01 -7.79756621e-01  2.25051146e-02
 1.73633768e+01 -6.69823995e-01  2.21366084e-02
 1.77767905e+01 -4.40702415e-01  2.36370185e-02
 1.81902043e+01 -1.25325152e-01  2.22953287e-02
 1.86036180e+01  2.29643484e-01  2.27147847e-02
 1.90170317e+01  5.75534108e-01  2.19560521e-02
 1.94304455e+01  8.61802211e-01  2.51161200e-02
 1.98438592e+01  1.04349250e+00  2.68357636e-02
 2.02572729e+01  1.09296388e+00  2.92266695e-02
 2.06706867e+01  1.00567750e+00  2.95720486e-02
 2.10841004e+01  7.94563977e-01  3.07288633e-02
 2.14975141e+01  4.92318701e-01  2.95585998e-02
 2.19109279e+01  1.52205980e-01  2.58868908e-02
 2.23243416e+01 -1.75163971e-01  2.47611824e-02
 2.27377553e+01 -4.45899871e-01  2.43331855e-02
 2.31511691e+01 -6.21573351e-01  2.23417002e-02
 2.35645828e+01 -6.82230209e-01  2.14957324e-02
 2.39779965e+01 -6.16066956e-01  2.28415013e-02
 2.43914103e+01 -4.39713186e-01  2.40051490e-02
 2.48048240e+01 -1.76640547e-01  2.40859212e-02
 2.52182377e+01  1.31549124e-01  2.21449669e-02
 2.56316515e+01  4.40909456e-01  2.26817034e-02
 2.60450652e+01  7.04326056e-01  2.33943908e-02
 2.64584789e+01  8.90654338e-01  2.49362427e-02
 2.68718927e+01  9.69509749e-01  2.65904426e-02
 2.72853064e+01  9.27781744e-01  2.91981216e-02
 2.76987201e+01  7.77724581e-01  3.05996642e-02
 2.81121339e+01  5.38909783e-01  2.97687336e-02
 2.85255476e+01  2.50924432e-01  2.95989132e-02
 2.89389613e+01 -3.99693444e-02  2.66558224e-02
 2.93523751e+01 -2.90380463e-01  2.44893385e-02
