# ## Generated for the following command: 
# # op0 = +pos -1 0 
# # op = +pos -1 0 
# # value = mean 
# # format = time 
# 
 0.00000000e+00  1.06278545e-01  1.98709134e-03
 4.13413733e-01  9.42718099e-02  1.90383764e-03
 8.26827467e-01  6.39490832e-02  1.53118612e-03
 1.24024120e+00  2.16050280e-02  1.39295464e-03
 1.65365493e+00 -2.42606483e-02  1.42539568e-03
 2.06706867e+00 -6.38963039e-02  1.76538466e-03
 2.48048240e+00 -8.99510289e-02  1.89599865e-03
 2.89389613e+00 -9.77268958e-02  1.84651555e-03
 3.30730987e+00 -8.61509230e-02  1.75125579e-03
 3.72072360e+00 -5.84044253e-02  1.52536288e-03
 4.13413733e+00 -2.05356720e-02  1.58111432e-03
 4.54755107e+00  1.94189263e-02  1.71621560e-03
 4.96096480e+00  5.38011503e-02  1.91008022e-03
 5.37437853e+00  7.55426098e-02  1.88965482e-03
 5.78779227e+00  8.12937057e-02  1.80127978e-03
 6.20120600e+00  7.08023527e-02  1.72610344e-03
 6.61461973e+00  4.68435313e-02  1.66741932e-03
 7.02803347e+00  1.51273545e-02  1.76910147e-03
 7.44144720e+00 -1.73832367e-02  1.92132698e-03
 7.85486093e+00 -4.42503361e-02  1.98849903e-03
 8.26827467e+00 -6.00822869e-02  1.84071347e-03
 8.68168840e+00 -6.28062127e-02  1.77088736e-03
 9.09510213e+00 -5.31993045e-02  1.70050756e-03
 9.50851587e+00 -3.39050265e-02  1.76820199e-03
 9.92192960e+00 -9.48321664e-03  1.99677249e-03
 1.03353433e+01  1.45267302e-02  2.02452856e-03
 1.07487571e+01  3.35254147e-02  1.96981867e-03
 1.11621708e+01  4.41229430e-02  1.82498765e-03
 1.15755845e+01  4.49584146e-02  1.82963030e-03
 1.19889983e+01  3.70181966e-02  1.81090728e-03
 1.24024120e+01  2.26486081e-02  1.96135287e-03
 1.28158257e+01  5.08253666e-03  2.00773228e-03
 1.32292395e+01 -1.14937562e-02  1.93938347e-03
 1.36426532e+01 -2.36029695e-02  1.93596195e-03
 1.40560669e+01 -2.93144916e-02  1.88300989e-03
 1.44694807e+01 -2.84609281e-02  1.86320803e-03
 1.48828944e+01 -2.21441337e-02  1.95532829e-03
 1.52963081e+01 -1.22104337e-02  2.02473312e-03
 1.57097219e+01 -1.75339219e-03  2.09877890e-03
 1.61231356e+01  7.49576631e-03  1.97894438e-03
 1.65365493e+01  1.34467465e-02  1.99498401e-03
 1.69499631e+01  1.59354425e-02  1.83002525e-03
 1.73633768e+01  1.48385682e-02  1.86466337e-03
 1.77767905e+01  1.10924127e-02  2.04724081e-03
 1.81902043e+01  6.14094733e-03  1.98689928e-03
 1.86036180e+01  7.86363609e-04  1.99080533e-03
 1.90170317e+01 -3.27926698e-03  1.96288513e-03
 1.94304455e+01 -6.11782380e-03  1.96003076e-03
 1.98438592e+01 -7.47410190e-03  1.96465076e-03
 2.02572729e+01 -6.96130713e-03  1.94331106e-03
 2.06706867e+01 -5.56276465e-03  1.96949996e-03
 2.10841004e+01 -3.18532730e-03  2.01752704e-03
 2.14975141e+01 -7.73783622e-04  1.96892949e-03
 2.19109279e+01  1.06732959e-03  2.00721891e-03
 2.23243416e+01  2.42198471e-03  1.98710774e-03
 2.27377553e+01  2.93323021e-03  1.87585894e-03
 2.31511691e+01  2.63547309e-03  1.87866004e-03
 2.35645828e+01  1.96025308e-03  1.97138247e-03
 2.39779965e+01  1.28971796e-03  2.04192901e-03
 2.43914103e+01  5.47087829e-04  1.90425221e-03
 2.48048240e+01  1.60710864e-04  1.92688647e-03
 2.52182377e+01 -1.68439919e-04  1.91209650e-03
 2.56316515e+01 -2.91842415e-04  1.89389413e-03
 2.60450652e+01 -2.21657798e-04  1.97119304e-03
 2.64584789e+01 -2.03245240e-04  2.06996198e-03
 2.68718927e+01 -5.62610581e-04  2.03065185e-03
 2.72853064e+01 -8.94025706e-04  1.93943423e-03
 2.76987201e+01 -1.34149398e-03  1.94595574e-03
 2.81121339e+01 -1.51875886e-03  1.92807801e-03
 2.85255476e+01 -1.31325618e-03  1.95780315e-03
 2.89389613e+01 -8.68203061e-04  1.99427170e-03
 2.93523751e+01 -2.10938555e-04  2.07373695e-03
